repo,issue_number,comment_id,clean_comment,comment_created_at,comment_author_login,comment_author_type,author_association,is_solution_comment,primary_label
microsoft/vscode,302502,4077368232,"2026-03-17 16:05:53.649 [info] [gitextensionserviceimpl] initializing git extension service. 2026-03-17 16:05:53.825 [info] logged in as thyagodantas 2026-03-17 16:05:53.832 [info] using the electron fetcher. 2026-03-17 16:05:53.873 [info] [gitextensionserviceimpl] successfully activated the vscode.git extension. 2026-03-17 16:05:53.873 [info] [gitextensionserviceimpl] enablement state of the vscode.git extension: true. 2026-03-17 16:05:53.873 [info] [gitextensionserviceimpl] successfully registered git commit message provider. 2026-03-17 16:05:54.221 [info] conversationfeature: waiting for copilot token to activate conversation feature 2026-03-17 16:05:54.972 [info] got copilot token for thyagodantas 2026-03-17 16:05:54.972 [info] copilot chat: 0.39.2, vs code: 1.111.0 2026-03-17 16:05:54.986 [info] [context keys] setting context key: github.copilot-chat.activated 2026-03-17 16:05:54.987 [info] activationblocker from 'languagemodelaccess' took for 805ms 2026-03-17 16:05:55.467 [info] fetched model metadata in 1268ms a0b20531-3d92-49c8-bf31- [hash] 2026-03-17 16:05:55.655 [info] latest entry: ccreq:latest.copilotmd 2026-03-17 16:05:55.656 [info] ccreq:c751ce8c.copilotmd | markdown 2026-03-17 16:05:55.664 [info] [copilotcli] mcp server started. lock file: /users/thyagodantas/.copilot/ide/74a8731f-e2ef-4bb2-98fa- [hash] .lock 2026-03-17 16:05:55.664 [info] [copilotcli] server uri: unix:/var/folders/g7/gxc49d716bnc4w0rcz3lmzqh0000gn/t/mcp-dnnu0c/mcp.sock %2fmcp 2026-03-17 16:05:55.797 [info] authenticationservice: firing ondidauthenticationchange from handleauthchangeevent. has token: true 2026-03-17 16:05:55.797 [info] copilot token sku: free educational quota 2026-03-17 16:05:55.797 [info] conversationfeature: activating contributions 2026-03-17 16:05:55.797 [info] github.vscode-pull-request-github extension is not yet activated. 2026-03-17 16:05:55.814 [info] registering default platform agent... 2026-03-17 16:05:55.814 [info] conversationfeature: ondidauthenticationchange has token: true 2026-03-17 16:05:55.815 [info] [code-referencing] public code references are enabled. 2026-03-17 16:05:55.815 [info] activationblocker from 'conversationfeature' took for 1642ms 2026-03-17 16:05:56.214 [info] byok: copilot chat known models list fetched successfully. 2026-03-17 16:05:56.219 [info] fetched model metadata in 424ms f1fdb167-562b-4f44-8dfb- [hash] 2026-03-17 16:05:56.399 [info] ccreq:a6ed2441.copilotmd | markdown 2026-03-17 16:05:56.412 [info] githubavailableembeddingtypesmanager: got embeddings. primary: metis-1024-i16-binary. deprecated: 2026-03-17 16:05:56.415 [info] workspacechunksearchservice: using embedding type metis-1024-i16-binary 2026-03-17 16:05:57.802 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.804 [info] request done: requestid: [b185f555-fdcc-4312-86fa- [hash] ] model deployment id: [] 2026-03-17 16:05:57.806 [info] ccreq:55afcb0b.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 478ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:57.876 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.878 [info] request done: requestid: [e0ddd044-1064-4fd2-9d49- [hash] ] model deployment id: [] 2026-03-17 16:05:57.879 [info] ccreq:72a0dff6.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 527ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:57.883 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.885 [info] request done: requestid: [ffc02524-0c21-42e5-aba6- [hash] ] model deployment id: [] 2026-03-17 16:05:57.886 [info] ccreq:72bae042.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 549ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:57.892 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.894 [info] request done: requestid: [599c5688-d0e6-424f-9621- [hash] ] model deployment id: [] 2026-03-17 16:05:57.894 [info] ccreq:949e953b.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 546ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:57.917 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.919 [info] request done: requestid: [b22a3127-1e87-453a-b351- [hash] ] model deployment id: [] 2026-03-17 16:05:57.920 [info] ccreq:348d1f55.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 579ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:57.930 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.932 [info] request done: requestid: [1ed59732-160b-4f4a-ac11- [hash] ] model deployment id: [] 2026-03-17 16:05:57.933 [info] ccreq:ccbd8676.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 576ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:58.776 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:58.778 [info] request done: requestid: [99a6b0b2-5372-481c-a81d- [hash] ] model deployment id: [] 2026-03-17 16:05:58.778 [info] ccreq:33593303.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 1445ms | [copilotlanguagemodelwrapper] 2026-03-17 16:06:07.069 [info] [claudelanguagemodelserver] claude language model server started on [url] 2026-03-17 16:06:09.042 [info] request id for failed request: 99721495-a02a-41c8-bb64- [hash] 2026-03-17 16:06:09.052 [error] server error: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.052 [error] request failed: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.056 [info] ccreq:9286470f.copilotmd | failed | claude-sonnet-4.6 | 367ms | [claude copilot proxy] 2026-03-17 16:06:09.503 [info] request id for failed request: 889f04df-21b9-499f-8ce5- [hash] 2026-03-17 16:06:09.505 [error] server error: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.505 [error] request failed: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.521 [info] ccreq:0926affc.copilotmd | failed | claude-sonnet-4.6 | 432ms | [claude copilot proxy] 2026-03-17 16:06:09.748 [info] request id for failed request: 9517c861-d0a7-47dd-b20c- [hash] 2026-03-17 16:06:09.750 [error] server error: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.750 [error] request failed: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.752 [info] ccreq:9680cc70.copilotmd | failed | claude-sonnet-4.6 | 216ms | [claude copilot proxy] 2026-03-17 16:06:09.760 [error] error: erro durante a execução at f3.handleresultmessage (/users/thyagodantas/.vscode/extensions/github.copilot-chat-0.39.2/dist/extension.js:2123:11800) at f3. processmessages (/users/thyagodantas/.vscode/extensions/github.copilot-chat-0.39.2/dist/extension.js:2123:7986) at processticksandrejections (node:internal/process/task queues:105:5)",2026-03-17 19:08:01+00:00,thyagodantas,User,NONE,0,bug
microsoft/vscode,302502,4077853738,my pr makes it so you no longer get this error but the real issue is [url],2026-03-17 20:35:43+00:00,lramos15,User,MEMBER,0,bug
microsoft/vscode,302501,4080128765,/duplicate i'm working on a fix. it's a general issue with the list view... a lot more involved than anticipated,2026-03-18 06:44:46+00:00,TylerLeonhardt,User,MEMBER,1,duplicate
microsoft/vscode,302499,4076754093,a screenshot would help,2026-03-17 17:34:26+00:00,meganrogge,User,COLLABORATOR,0,bug
microsoft/vscode,302499,4080181050,"just like this, sometimes it's automatic, but sometimes you need to manually close the task terminal.",2026-03-18 06:58:22+00:00,fangfuzha,User,NONE,1,bug
microsoft/vscode,302499,4083236961,here’s the translation of the chinese text in your screenshot: 检查服务端 → “checking server side” 终端正在等待输入。 → “the terminal is waiting for input.” 终端将被任务重用，按任意键关闭。 请向终端提供所需的输入。 → “the terminal will be reused by tasks. press any key to close. please provide the required input to the terminal.” in plain english: your program/task is paused because it’s waiting for you to type something into the terminal.,2026-03-18 15:01:04+00:00,meganrogge,User,COLLABORATOR,1,bug
microsoft/vscode,302499,4088503712,"here’s the translation of the chinese text in your screenshot: 检查服务端 → “checking server side” 终端正在等待输入。 → “the terminal is waiting for input.” 终端将被任务重用，按任意键关闭。 请向终端提供所需的输入。 → “the terminal will be reused by tasks. press any key to close. please provide the required input to the terminal.” in plain english: your program/task is paused because it’s waiting for you to type something into the terminal. i know, but the problem is that sometimes it can exit the task automatically, while other times it blocks the conversation. maybe it's an operational issue with the ai. by the way, has the problem been solved?",2026-03-19 08:13:20+00:00,fangfuzha,User,NONE,1,bug
microsoft/vscode,302477,4076334105,pr to main [url],2026-03-17 16:33:26+00:00,lramos15,User,MEMBER,0,bug
microsoft/vscode,302477,4087003807,closing as fixed by,2026-03-19 01:52:54+00:00,mjbvz,User,COLLABORATOR,1,bug
microsoft/vscode,302475,4083643475,"oh, actually i found this same/similar issue: sorry, but i was under the impression it should have be under the label [inline code] and i missed it.",2026-03-18 15:54:17+00:00,doc-code-hub,User,NONE,0,bug
microsoft/vscode,302475,4089200519,"today i noticed that the problem seems solved with the current v [inline code] of the extension. now the model name uses the same model code used to pull models (nice), and the context length looks right for each model previously affected by the problem. i'm closing the issue since it looks resolved in the latest stable version. thanks!",2026-03-19 10:37:16+00:00,doc-code-hub,User,NONE,1,bug
microsoft/vscode,302471,4076118612,"proposed fix / ux direction: - bubble terminal subagent failures that come back as provider/tool/model rate-limit errors into the parent agent event stream. - attach structured metadata such as [inline code] / [inline code] , [inline code] , [inline code] , and the subagent name / id. - render the same retry ui at the parent level when the child error is retryable. - add a clickable summary row in the parent thread linking to the failing subagent turn. - preserve the detailed child history, but do not make it the only place the error is visible. - consider a dedicated parent-level message such as: [inline code] that would make the failure discoverable in the main conversation while still preserving the deeper child transcript for debugging.",2026-03-17 16:04:18+00:00,sealad886,User,NONE,1,unlabelled
microsoft/vscode,302471,4076217665,"environment details: - vs code version: 1.111.0 (universal) - commit: [hash] - date: 2026-03-06t23:06:10z - electron: 39.6.0 - electronbuildid: 13330601 - chromium: 142.0.7444.265 - node.js: 22.22.0 - v8: 14.2.231.22-electron.0 - os: darwin arm64 25.3.0 (macos tahoe, apple silicon) confirmed reproducible on this build. the subagent was invoked via a custom agent ( [inline code] mode) using [inline code] . the child agent hit github's model rate limit ( [inline code] ), but the parent conversation showed no error indicator — only the subagent's collapsed history contained the failure message at the bottom.",2026-03-17 16:16:43+00:00,sealad886,User,NONE,0,unlabelled
microsoft/vscode,302467,4076237771,can you help? i cant get around this,2026-03-17 16:19:43+00:00,Wrapzii,User,NONE,0,unlabelled
microsoft/vscode,302465,4075939877,this is not a duplicate,2026-03-17 15:39:43+00:00,Wrapzii,User,NONE,0,unlabelled
microsoft/vscode,302452,4075381220,this is very strange. this is of course on insiders and i am uncertain how to resolve this one.,2026-03-17 14:25:42+00:00,accesswatch,User,CONTRIBUTOR,0,info_needed
microsoft/vscode,302452,4075566480,"on the latest insider's, using both space and enter work for me to change the model",2026-03-17 14:51:10+00:00,meganrogge,User,COLLABORATOR,0,info_needed
microsoft/vscode,302452,4077074029,"this may be a settings.json issue, i will continue to investigate.",2026-03-17 18:23:35+00:00,accesswatch,User,CONTRIBUTOR,0,info_needed
microsoft/vscode,302452,4077897716,the issue was corruption in the global storage folder. removing this and having it rebuild solved the issue. i tried to narrow the scope to a specific folder or file but this prooved not to be successful. if i copied the global storage folder over to the re-installed version the problem returned. i have a solution but thought i would share outcomes here.,2026-03-17 20:43:41+00:00,accesswatch,User,CONTRIBUTOR,1,info_needed
microsoft/vscode,302443,4089144074,"i just got exactly the same issue - it said it would reset on 14th march, now it says i've exceeded and it will reset 15th april. i haven't used it in over a week. my copilot chat quota was going to reset on 13 march, but it never happened, now its showing the allowance reset date of 13 april. but somehow inline suggessions quata got a reset on 13 march, i tried reseting the extension, also tried reinstalling it. please fix !!",2026-03-19 10:26:47+00:00,octo-badger,User,NONE,1,billing
microsoft/vscode,302439,4074820801,1,2026-03-17 13:06:30+00:00,qin204,User,NONE,0,invalid
microsoft/vscode,302439,4074822522,1,2026-03-17 13:06:47+00:00,qin204,User,NONE,0,invalid
microsoft/vscode,302405,4083022631,/duplicate [url],2026-03-18 14:34:35+00:00,TylerLeonhardt,User,MEMBER,0,duplicate
microsoft/vscode,302365,4073050040,like what happened with my chat history now?,2026-03-17 07:58:17+00:00,user25993,User,NONE,0,invalid
microsoft/vscode,302345,4076436617,what's broken?,2026-03-17 16:49:25+00:00,RedCMD,User,CONTRIBUTOR,0,not-reproducible
microsoft/vscode,302345,4078890111,"""explorer.compactfolders"" config",2026-03-18 00:40:43+00:00,sequencerr,User,NONE,0,not-reproducible
microsoft/vscode,302345,4079712111,works fine for me both desktop 1.111.0 and [url] windows 11 i've never noticed it not working over the past few years,2026-03-18 05:05:03+00:00,RedCMD,User,CONTRIBUTOR,0,not-reproducible
microsoft/vscode,302345,4080034593,"i've provided screenshots. for same config, just next version after 1.107.1, other instance behaves different.",2026-03-18 06:17:43+00:00,sequencerr,User,NONE,0,not-reproducible
microsoft/vscode,302345,4081906858,we don't support vscodium. please reproduce this issue with an official distribution of vs code as i'm not able to reproduce the issue,2026-03-18 11:50:53+00:00,lramos15,User,MEMBER,0,not-reproducible
microsoft/vscode,302345,4088536630,"i appears to be [url] the problem. i found this pull request earlier, just couldn't find general accessibility config switcher, and don't remember why it was enabled in my config, config appears to start with ""editor."" [url] [inline code]",2026-03-19 08:19:42+00:00,sequencerr,User,NONE,0,not-reproducible
microsoft/vscode,302337,4074231937,it will no longer show automatically after the worktree has been created,2026-03-17 11:19:22+00:00,benibenj,User,CONTRIBUTOR,0,bug
microsoft/vscode,302337,4075717286,nice!,2026-03-17 15:08:36+00:00,lostintangent,User,MEMBER,0,bug
microsoft/vscode,302306,4071552927,"subject: complaint about credits in vs code email body: dear sirs, i recently purchased credits in visual studio code, according to the contract that provides 30 free days. however, already the day after the purchase, i received a message informing me that i no longer have available credits. i request an immediate review of the situation and correction of access according to the established contract. i await your response and solution. sincerely, ademir",2026-03-17 00:39:29+00:00,ademirferraz,User,NONE,0,billing
microsoft/vscode,302306,4071614376,"moral e legalmente não necessito fazer nova reclamação. você quebraram contrato e isso eu esperava resolver sem judicializar, porem percebo que você prefere sair como ""desrespitosos"" para com o usuário nas redes sociais ou um embate judicial. sou brasileir, estou pasaando minha verias com meu parentes, porem na proxima quarta feira estarei na minha califórnia, vamos ver o que nossa justiça diz. subject: breach of contract dear [recipient's name], morally and legally, i do not need to file a new complaint regarding this matter. the contract has already been breached, and i had hoped to resolve this issue amicably without resorting to legal action. however, it seems that you have chosen to adopt a stance of disrespect towards the user, whether through social media or by escalating this into a legal dispute. i am currently spending my vacation with relatives in brazil, but i will return to california next wednesday. at that point, i will explore legal avenues to address this situation and see how justice handles this breach. sincerely, ademir ferraz professor titular ademir ferraz professor titular por defesa de tese dr. ademir gomes ferraz ======================== curriculum lattes [url] em seg., 16 de mar. de 2026 às 21:23, vs-code-engineering[bot] < @ . escreveu: vs-code-engineering[bot] left a comment (microsoft/vscode) please look at the following meta issue: . please refer to that issue for updates and discussions. feel free to open a new issue if you think this is a different problem. — reply to this email directly, view it on github , or unsubscribe . you are receiving this because you authored the thread.message id: @ .",2026-03-17 00:54:58+00:00,ademirferraz,User,NONE,0,billing
